id	sentence	utterance
89	That's good, just keep rubbing your head. That will turn back time	"['minute is related to time', 'hour is related to time', 'clock is related to time', 'watch is related to time', 'time is related to clock', 'morning is related to time', 'evening is related to time', 'time is related to minutes', 'preserve is related to keep', 'You would record somethign because you want to keep it', 'keep is related to retain', 'keep is related to hold', 'turn is related to direction', 'turn is related to left', 'twist is related to turn', 'turn is related to right', 'page is related to turn', 'turn is related to movement', 'turn is related to change', 'turn is related to rotate', 'crown is related to head', 'neck is related to head', 'head is related to body', 'head is related to neck', 'head is related to brain', 'chief is related to head', 'head is related to top', ""You are likely to find hair in someone's head"", 'face is related to head', 'eye is related to head', 'Sex is good', 'Good can battle evil', 'quality is related to good', 'some people are good', 'Good is the opposite of Evil', 'great is related to good', 'cake is related to good', 'excellent is related to good']"
90	My duties?  All right.	['turn is related to right', 'a person wants to be right', 'right is related to direction', 'right is related to correct']
91	Ok!	[]
92	No way!	['You are likely to find a cat in your way', 'door is related to way']
93	Oh.	[]
94	The whole thing! Can we go?	['a piece is part of a whole', 'entire is related to whole', 'body is related to whole', 'object is a kind of thing', 'drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go']
95	Great! Okay, here.	[]
96	Okay, does this look like a garbage can to you?	['look is related to see', 'view is related to look', 'If you want to examine a thing then you should look', 'look is related to glance', 'look is related to eyes', 'watch is related to look', 'see is related to look', 'observe is related to look', 'look is related to seeing', 'waste is related to garbage', '*Something you find in the trash is garbage', 'Garbage can be recycled', 'garbage is for recycling', 'You are likely to find garbage in a garbage can', 'You are likely to find garbage in the dump']
97	Oh my God, wh-what happened?	[]
98	Oh boy, I just can't watch. It's too scary!	['boy is related to male', 'boy is related to child', 'boy is related to man', 'boy is related to young', 'boy is related to girl', 'man is related to boy', 'boy is not girl', 'son is related to boy', 'Bungee jumping is scary', 'scary is a synonym of chilling', 'danger is related to scary', 'horror is related to scary', 'fear is related to scary', 'watch is related to time', 'watch is related to wrist', 'watch is related to clock', 'clock is related to watch', 'time is related to watch', 'observe is related to watch', 'watch is related to timepiece', 'a watch is used for keeping track of time', 'a watch is used for time']
99	Yeah it would!	[]
