id	sentence	utterance
65	It's an iCal download. She can put it right in her phone.	['download is a way to transfer', 'call is related to phone', '*Something you find at a desk is your phone', 'cell is related to phone', 'If you want to talk with someone far away then you should phone someone', 'a phone is for communication', 'A phone is used for calling', 'put is related to place']
66	You know, I've always wanted to go to a Goth nightclub.	['drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go', 'a nightclub is for parties', 'a nightclub is for drinking', 'nightclub is a synonym of cabaret']
67	No, I'm behind on my Wiki-reading. I'm kind of on a John Grisham kick right now.	['People can be kind', 'kind is related to nice']
68	- Chocolate? - No, I don't want any chocolate!	['need is related to want', 'desire is related to want', 'want is related to desire', 'chocolate is a food', 'chocolate is a type of candy', '*Something you find in a box is a chocolate', 'Chocolate can be eaten', 'chocolate can melt.', 'Chocolate is made from cocoa beans', 'chocolate is created by mixing sugar, cocoa butter  and cocoa liquor.']
69	Oh, you know, Goth stuff. Goth magazines, Goth music.	['dance is related to music', 'record is related to music', 'rock is a type of music', 'song is related to music', 'Music can be soothing', 'music is related to notes', 'band is related to music', 'The effect of playing the violin is music', 'rap is related to music', 'property is related to stuff']
70	Obviously, waitressing at The Cheese Cake Factory is a complex socio-economic activity that requires a great deal of analysis and planning.	['great is related to good', 'great is related to alexander', 'deal is related to cards', 'deal is related to agreement', 'deal is related to bargain', 'Something that might happen when you play cards is you deal', 'Some truths are complex', 'elimination is a type of analysis', 'analysis is a type of calculus', 'analysis is a type of reasoning', 'a calendar book is used for planning', 'destroying your enemy requires planning', 'Sex is an activity', 'play is related to activity', 'reading is an activity', 'reading is related to activity', 'Skiing is a activity', 'game is related to activity', 'swim is related to activity', 'dance is related to activity', 'A game is an activity']
71	When I have enough to destroy all the human toast on the Battlestar known as Galactica.	['smash is related to destroy', 'ruin is related to destroy', 'destroy is related to ruin', 'break is related to destroy', 'body is related to human', 'You are likely to find a human in the school', 'You are likely to find a human in homes', 'person is related to human', 'You are likely to find a human in a workplace', 'Human have five fingers on each hand', 'bread is related to toast']
72	Seems like an awful lot of trouble to go through for intercourse.	['trouble is related to bad', 'trouble is related to problem', 'danger is related to trouble', 'intercourse is a type of intercommunication', 'communion is a type of intercourse', 'much is related to lot', 'lot is related to parking', 'many is related to lot', 'crowd is related to lot', 'awful is a synonym of nasty', 'awful is a synonym of frightfully', 'awed is a synonym of awful', 'tremendous is a synonym of awful', 'awful is a synonym of awe-inspiring', 'awful is similar to extraordinary', 'reverent is similar to awful', 'awful is a synonym of frightening', 'drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go']
73	But if she dumps you, she'll have a new boyfriend by tomorrow morning and you'll have a new girlfriend when you figure out how to build one.	['girlfriend is a type of lover', 'morning is related to day', 'morning is related to time', 'morning is related to early', 'morning is related to sunrise', 'morning is related to dawn', 'morning is related to before', 'morning is related to early day', 'build is related to construct', 'You can use a board to build', 'build is related to make', 'build is related to construction', 'city is related to new', 'modern is related to new', 'new is not old', 'baby is related to new', 'fresh is related to new', 'have is related to possess', 'have is related to own', 'must is related to have', 'possess is related to have', 'need is related to have', 'own is related to have']
74	Not a great movie, but look at that beautiful desert.	['great is related to good', 'great is related to alexander', 'pretty is related to beautiful', '*Something you find at the theater is a movie', 'a movie is recorded on film', '*Something you find at a movie is an actor', 'a movie is a film', 'a movie is for entertainment', 'cake is related to desert', 'You are likely to find sand in desert', 'desert is a type of terrain', 'sand is related to desert', 'desert is related to sand', 'desert is related to dry', 'desert is related to hot', 'desert is related to sandy', 'desert is related to place', '*Something you find in the desert is cacti']
75	Right. That was so good! Sweety and meaty at the same time.	['meaty is a synonym of substantive', 'minute is related to time', 'hour is related to time', 'clock is related to time', 'watch is related to time', 'time is related to clock', 'morning is related to time', 'evening is related to time', 'time is related to minutes', 'Sex is good', 'Good can battle evil', 'quality is related to good', 'some people are good', 'Good is the opposite of Evil', 'great is related to good', 'cake is related to good', 'excellent is related to good', 'same is a synonym of like', 'indistinguishable is similar to same', 'same is similar to selfsame', 'same is similar to duplicate', 'same is similar to cookie-cutter', 'same is similar to assonant', 'same is related to like', 'same is similar to indistinguishable', 'duplicate is similar to same']
76	I'm sorry, fiddling with yourself in the bathtub is a real class act.	['A bathtub is for bathing', 'Something you need to do before you have a bath is a bathtub', 'property is related to real', 'regret is related to sorry', 'class is related to school', 'class is related to group', 'class is related to room', 'class is related to students', 'course is related to class', 'class is related to student', 'class is related to teacher', 'act is related to play', 'Something that might happen when you go on the stage is act', 'Something you might do while performing is act', 'If you want to pretend then you should act', 'You would go on the stage because you want act']
77	No, I mean Princess Leia. Of course I mean Bernadette. She's a wonderful girl and she really likes you.	['daughter is related to girl', 'doll is related to girl', 'girl is related to female', 'chick is related to girl', 'girl is related to young', 'sister is related to girl', 'boy is related to girl', 'girl is related to woman', 'boy is not girl', 'course is related to golf', 'course is related to class', 'course is related to path', 'course is related to college']
78	Oh, sure. And while we're at it, why don't we put our hands behind our backs, have an old-fashioned eating contest?	['certain is related to sure', 'race is related to contest', 'game is related to contest', 'put is related to place', 'plate is related to eating', 'a fruit is for eating', 'Something that might happen while eating is chewing', 'a spoon is for Eating', 'having food is for eating,', 'diminishing your own hunger requires eating something', 'table is related to eating', 'a diner is used for eating', 'bread  is for eating', 'sating your hunger requires eating']
79	Leonard's work is nearly as amazing as third graders growing lima beans in wet paper towels.	"['work is related to job', 'Computers are used to work', 'a computer is used for work', 'office is related to work', 'You would work because you need money', 'If you want to get paid then you should work', 'If you want to earn a living then you should Work', 'desk is related to work', 'paper is related to writing', 'paper is related to sheet', 'card is related to paper', 'paper is related to white', 'paper is related to wood', 'writing is related to paper', 'napkin is related to paper', 'rain is wet', ""a cat doesn't want to be wet"", 'rain is related to wet', 'paint is related to wet', 'water is related to wet', '*Something you find under water is wet', 'dry is not wet', 'astonishing is a synonym of amazing', 'surprising is similar to amazing', 'march is related to third', 'capital of Peru is a synonym of Lima', 'Lima is a part of Peru']"
80	Okay, I got a bone to pick with you.	['choose is related to pick', 'bone is related to skeleton', 'bone is related to body', 'bone is related to part', 'a dog wants a bone', 'bone is related to calcium', 'bone is related to white', 'You are likely to find a bone in a vertebrate']
81	Raj, you should've seen Leonard's experiment. The interference pattern was so cool when the electron beam was on.	['an electron is part of an atom', 'experiment is related to test', 'experiment is related to lab', 'experiment is related to science', 'experiment is related to scientific', 'design is related to pattern', 'a beam is used for support', 'You are likely to find a beam in a house', 'You are likely to find an I-beam in a building', '*Something you find under a bridge is a beam', 'You are likely to find a beam in the ceiling', 'a beam is for to support a roof', 'a beam is for supporting a roof', 'shade is related to cool', 'You would get wet because you want to be cool', 'interference is a synonym of hindrance', 'interference is a synonym of noise', 'interference is used in the context of American football']
82	I was going to ask Leonard to do it, but he seemed a bit emotionally unstable and you don't want someone like that operating heavy machinery.	['machinery is used for help', 'machinery is used for function', 'unstable is similar to top-heavy', 'unstable is similar to explosive', 'irresolute is similar to unstable', 'coseismal is similar to unstable', 'seismal is similar to unstable', 'unstable is related to impermanent', 'unstable is similar to rocky', 'unstable is related to inconstant', 'unstable is similar to tottering', 'rocky is similar to unstable', 'heavy is related to weight', 'weight is related to heavy', 'metal is related to heavy', 'a rock can be heavy', 'rocks can be heavy', 'a car can be heavy', 'lead is related to heavy', 'call is related to someone', 'someone is a synonym of person', 'do is related to action', 'repeat is related to do', 'play is related to do', 'a bit is part of a byte', 'bit is related to small', 'bit is related to piece', 'bit is related to little', 'bit is related to drill', 'need is related to want', 'desire is related to want', 'want is related to desire', 'If you want to get some money from someone then you should ask', 'ask is related to question', 'question is related to ask']
83	Oh, we don't need to talk about that anymore. Leonard covered it pretty well in the car.	['anymore is a synonym of any longer', 'need is related to want', 'need is related to requirement', 'need is related to desire', 'need would make you want to buy something', 'You would buy products because you need them', 'need is related to necessity', 'need is related to require', 'need is related to must', 'talk is related to speak', 'Something that might happen when you talk is someone will listen', 'Something that might happen when you talk is open mouth', 'talk is related to communication', 'One of the things you do when you express information is to talk', 'Something you might do while communicating is talk', 'having a conversation requires you to talk', 'One of the things you do when you make a phone call is talk', 'An activity a friend can do is talk', 'Something you might do while enjoying the company of your friends is talk', 'drive is related to car', 'You are likely to find a car in the city', 'You are likely to find a car in a parking lot', 'car is related to vehicle', 'A car can go fast', 'a car can crash', 'a car has seats', '*Something you find at the repair shop is a car']
84	Don't you think looking for a new city to live in is a bit of an overreaction?	['city is related to new', 'modern is related to new', 'new is not old', 'baby is related to new', 'fresh is related to new', 'capital is related to city', 'city is related to town', 'You are likely to find a car in the city', 'You are likely to find buildings in a city', 'You are likely to find a college in a city', 'A city is a place', 'san francisco is a city', 'a bit is part of a byte', 'bit is related to small', 'bit is related to piece', 'bit is related to little', 'bit is related to drill', 'overreaction is a type of reaction', 'home is related to live', 'Something you need to do before you live is be born', 'The last thing you do when you Live is Die', 'You would breathe because you want live', 'One of the things you do when you live is breathe', 'Humanity wants to live', 'Something you need to do before you die is live']
85	I understand your point, but given a choice, Jews always go with Chinese food.	['point is related to tip', 'point is related to dot', 'point is related to finger', 'point is related to sharp', 'You can use a finger to point', 'point is related to pencil', 'cake is related to food', 'plate is related to food', 'rice is related to food', '*Something you find in the refrigerator is food', 'bread is related to food', 'soup is related to food', 'butter is a food', '*Something you find at a fork in the road is choice', 'choose is related to choice']
86	Well, I always figured it was to study us, discover our weaknesses, and report back to your alien overlords.	['discover is related to find', 'find is related to discover', 'discover is related to finding', 'report is related to school', 'report is related to paper', 'Something you need to do before you pass your university exams is study', 'If you want to learn about a subject then you should study it', 'If you want to pass a class then you should study', 'If you want to pass a course then you should study', 'An activity a student can do is study', 'If you want to learn then you should study', 'Study requires concentration', 'science is related to study', 'an alien is a type of person.']
87	Why don't you keep that stuff in the bathroom?	['property is related to stuff', 'preserve is related to keep', 'You would record somethign because you want to keep it', 'keep is related to retain', 'keep is related to hold', 'You are likely to find a toilet in a bathroom', 'You are likely to find toilet paper in a bathroom', 'You are likely to find a towel rack in bathroom', 'You are likely to find a mouthwash in bathroom', '*Something you find in a house is a bathroom', 'You are likely to find dental floss in the bathroom', 'You are likely to find a tissue holder in the bathroom', 'You are likely to find a gel toothpaste in the bathroom', 'You are likely to find a hot tap in bathroom']
88	Oh, no, no, I said I'm inviting you to come with me to Stan Lee's house.	['return is related to come', 'arrive is related to come', 'come is related to arrive', 'home is related to house', 'room is related to house', '*Something you find in a house is a computer', '*Something you find in a house is a carpet', 'nest is related to house', 'door is related to house', 'house is related to building', '*Something you find in a house is your bedroom']
89	There a new girlfriend in there? 'Cause you might need one.	['city is related to new', 'modern is related to new', 'new is not old', 'baby is related to new', 'fresh is related to new', 'need is related to want', 'need is related to requirement', 'need is related to desire', 'need would make you want to buy something', 'You would buy products because you need them', 'need is related to necessity', 'need is related to require', 'need is related to must', 'girlfriend is a type of lover']
90	Oh, I'm so glad you asked it like that. You.	['glad is related to happy', 'glad is related to emotion']
91	Can we please talk about something else? Maybe something vaguely related to life as we know it on this planet?	['Venus is a planet', 'earth is related to planet', 'saturn is a planet', 'Mercury is the planet', 'Uranus is a planet', 'You are likely to find a planet in outer space', 'Jupiter is a planet', 'A planet is a large object', '*Something you find in orbit is a planet', 'You are likely to find a planet in the universe', 'You would entertain someone because you want please them', 'please is related to asking', 'please is related to request', 'please is related to polite', 'death is part of life.', 'water is life', 'Life is finite', 'Life is for living', 'The effect of living is life', '*Something you find on earth is life', 'a person wants life', 'life is good', 'talk is related to speak', 'Something that might happen when you talk is someone will listen', 'Something that might happen when you talk is open mouth', 'talk is related to communication', 'One of the things you do when you express information is to talk', 'Something you might do while communicating is talk', 'having a conversation requires you to talk', 'One of the things you do when you make a phone call is talk', 'An activity a friend can do is talk', 'Something you might do while enjoying the company of your friends is talk']
92	Excuse me, I'm thirsty, so I'm going to go to the refrigerator and get myself a refreshing beverage.	"['Something you need to do before you get something is ask for it', 'If you want to get something then you should reach for it', 'get is related to receive', 'get is related to acquire', 'get is related to obtain', 'drink is related to beverage', 'wine is a beverage', 'Beer is a beverage', 'wine is related to beverage', 'Tea is a beverage', '*Something you find in the refrigerator is food', '*Something you find in the refrigerator is butter', '*Something you find in the refrigerator is milk', 'You are likely to find a fungus in your refrigerator', 'a refrigerator is for keeping food cold', '*Something you find in the refrigerator is cheese', '*Something you find in the refrigerator is beer', 'a refrigerator is for keeping food from spoiling', 'drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go', 'refreshing is a synonym of refreshful', 'new is similar to refreshing', 'refreshing is similar to new', 'You would drink water because you are thirsty', 'You would drink because you are thirsty', ""a person doesn't want be thirsty"", 'If you want to drink then you should be thirsty']"
93	I read a study online that walking after a meal not only aids in digestion, but increases serotonin, and you know me, if there's one thing I like more than a refreshing beverage, it's serotonin. Bye-bye.	['object is a kind of thing', 'dinner is a kind of meal', 'soup is related to meal', 'Breakfast is a meal', 'Something you need to do before you pass your university exams is study', 'If you want to learn about a subject then you should study it', 'If you want to pass a class then you should study', 'If you want to pass a course then you should study', 'An activity a student can do is study', 'If you want to learn then you should study', 'Study requires concentration', 'science is related to study', '5-hydroxytryptamine is a synonym of serotonin', 'Serotonin is a neurotransmitter', 'serotonin is a type of monoamine neurotransmitter', 'online is a synonym of on-line', 'on-line is a synonym of online', 'online is similar to current', 'online is a synonym of on-line', 'current is similar to online', 'drink is related to beverage', 'wine is a beverage', 'Beer is a beverage', 'wine is related to beverage', 'Tea is a beverage', 'digestion is a type of chemical process', 'digestion is a type of learning', 'refreshing is a synonym of refreshful', 'new is similar to refreshing', 'refreshing is similar to new']
94	So what, you're just gonna walk up and down the stairs?	['You can use a floor to walk', 'walk is related to slow', 'run is related to walk', 'walk is related to movement', 'Something you need to do before you walk is stand up', 'You would walk because you want some exercise']
95	That's very thoughtful, but I think I'll finish my coffee first.	['end is related to finish', 'finish is related to complete', 'finish is related to ending', 'finish is related to race', 'thoughtful is similar to considerate', 'thoughtful is similar to deliberative', 'thoughtful is related to considerate', 'coffee is a stimulant', 'Coffee contains caffeine', 'Coffee is served hot', 'You are likely to find coffee in a coffee shop.', 'You are likely to find a sugar in coffee', 'a mug is used for coffee', 'Coffee is made from coffee beans']
96	"In 1917, when Albert Einstein established the theoretic foundation for the laser in his paper <i>""Zur Quantentheorie der</i> <i>Strahlung,""</i> his fondest hope was that the resultant device be bitchin'."	['a stethoscope is a device', 'A bomb is a device', 'scale is related to device', 'eye is related to device', 'clock is related to device', 'A musical instrument is a device', 'phone is related to device', 'be is related to exist', 'exist is related to to be', 'being is related to to be', 'hope is related to wish', 'hope is related to faith', 'end point is a synonym of resultant', 'resultant is a synonym of accompanying', 'resultant is a type of degree', 'resultant is a synonym of vector sum', 'resultant is a synonym of result', 'i is related to pronoun', 'paper is related to writing', 'paper is related to sheet', 'card is related to paper', 'paper is related to white', 'paper is related to wood', 'writing is related to paper', 'napkin is related to paper', 'You are likely to find a laser in cd players', 'You are likely to find a laser in cd-player', 'a laser is used for reading a compact disc', 'theoretic is a synonym of theoretical']
97	A lot of people are working on that research. So what is all this?	['The internet can be used for research', 'Something you need to do before you write a term paper is research', 'Something that might happen while writing a term paper is research', 'If you want to find information then you should research', 'finding information is for research', 'much is related to lot', 'lot is related to parking', 'many is related to lot', 'crowd is related to lot']
98	It was the kind of thing that makes it kind of hard to face her now.	['object is a kind of thing', 'eye is related to face', 'nose is related to face', 'You are likely to find a nose in your face', 'face is related to head', 'head is related to face', 'face is related to eyes', 'face is related to nose', 'mouth is related to face', 'metal is related to hard', 'Most rocks are hard', 'difficult is related to hard', 'Ice is hard', 'bone is related to hard', 'Stones are hard', 'rock is related to hard', 'People can be kind', 'kind is related to nice']
99	All right, all right. He can buy his own desk.	['You are likely to find a stapler in a desk', '*Something you find in the desk is paper clips', '*Something you find on your desk is telephone', '*Something you find on a desk is books', 'desk is related to table', '*Something you find at a desk is your phone', '*Something you find at a desk is post it notes', 'turn is related to right', 'a person wants to be right', 'right is related to direction', 'right is related to correct', 'If you want to buy something then you should have money', 'buy is related to purchase', 'If you want to buy something then you should go to a store', 'spending money requires that i buy something', 'One of the things you do when you go to the mall is buy something', 'need would make you want to buy something', 'possess is related to own', 'own is related to possess', 'have is related to own', 'You would buy something because you want to own it', 'property is related to own', 'own is related to have']
