id	sentence	utterance
59	No, but maybe she wants a man with a pocket watch.	['wallet is related to pocket', '*Something you find in a pocket is a pen', '*Something you find in a pocket is keys', '*Something you find in a pocket is a key', '*Something you find in a pocket is a wallet', '*Something you find in a pocket is money', 'You are likely to find a penny in your pocket', '*Something you find in a pocket is your hand', '*Something you find in a pocket is lint', 'boy is related to man', 'man is related to person', 'man is related to boy', 'person is related to man', 'fellow is related to man', 'father figure is a type of man', 'watch is related to time', 'watch is related to wrist', 'watch is related to clock', 'clock is related to watch', 'time is related to watch', 'observe is related to watch', 'watch is related to timepiece', 'a watch is used for keeping track of time', 'a watch is used for time']
60	Well, yeah, sex with you is pretty great. Have you ever tried it?	['Sex is fun', 'Sex is an activity', 'Sometimes sex causes children', 'Sex can be pleasurable', 'Sex is good', 'Sometimes sex causes an orgasm', 'great is related to good', 'great is related to alexander']
61	Well, that wady took high-wes pictures of my junk wast night for Cwaigswist.	['evening is related to night', 'dream is related to night', 'sleep is related to night', 'night is related to dark', 'moon is related to night', 'day is not night', '*Something you find under the bed is junk', '*Something you find in a drawer is junk']
62	You mean for a person whose neck massages feel like an eagle is trying to carry you to its nest?	"['You can use a carrier bag to carry', 'carry is related to hold', 'carry is related to lift', 'carry is related to holding', 'carry is related to bring', 'neck is related to head', 'head is related to neck', 'neck is related to body', 'a neck is for Supporting a head', 'neck is related to shoulders', 'neck is related to part', 'neck is related to body part', 'neck is related to below', 'person is related to human', 'A person can cross a street', 'A person can thank another person', 'a person can voice an opinion', 'person can wind clock', 'doll is related to person', 'character is related to person', 'a person wants a headache', 'a person wants clothing', 'A slave is a person', ""a person doesn't want to be diseased""]"
63	"Yeah, terrific. The other astronauts would love to go hurtling through space with a guy named ""Crash."""	['drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go', 'terrific is a synonym of terrifying', 'intense is similar to terrific', 'terrific is similar to intense', 'terrific is a synonym of fantastic', 'Love would make you want to kiss someone', 'love would make you want to propose to a woman', 'love is a feeling', 'Love would make you want to forgive someone', 'You would propose to a woman because you love her', 'You are likely to find a human in love', '*Something you find in space is a star', '*Something you find in space is the moon', 'room is related to space', '*Something you find in space is planets', '*Something you find in space is vacuum', 'space is related to outer', '*Something you find in space is a black hole', 'space is related to stars', 'fellow is related to guy', 'man is related to guy', 'foreign is related to other']
64	Maybe that's because I'm not being challenged. It's the same reason Einstein failed math.	['same is a synonym of like', 'indistinguishable is similar to same', 'same is similar to selfsame', 'same is similar to duplicate', 'same is similar to cookie-cutter', 'same is similar to assonant', 'same is related to like', 'same is similar to indistinguishable', 'duplicate is similar to same', 'division is related to math', 'math is a subject', 'Math is a subject in school', 'arithmetic is a type of math.', 'topology is a type of math.', 'divide is related to math', 'adding up a column of numbers requires math', 'You are likely to find a triangle in math', 'geometry is a type of math.', 'ring theory is a type of math.', 'purpose is related to reason', 'because is related to reason', 'cause is related to reason']
65	Hope your hands are steady. It's the width of a single hair. But this is just biology, so I'm sure it's no problem for a genius like you.	"['double is related to single', 'unit is related to single', 'person is related to single', 'page is related to single', 'one is related to single', 'double is not single', 'biology is a science', 'science is related to biology', 'a genius can smoke a joint', 'steady is similar to firm', 'steady is a synonym of steadily', 'steady is related to even', 'steady is similar to secure', 'steady is similar to steady-going', 'certain is related to sure', 'a puzzle is a problem', 'trouble is related to problem', 'problem is related to math', 'problem is related to issue', 'problem is related to solution', ""You are likely to find hair in someone's head"", 'wool is related to hair', 'hair can fall out', 'hair is part of your head', 'Mammals have hair', 'hair is used for warmth']"
66	Oh, screw her. She's just lucky we let her hang out with us.	['lucky is related to fortunate', 'lucky is similar to apotropaic', 'hang is related to noose', 'hang is related to death', 'hang is related to suspend', 'hang is related to rope', 'drop is related to let', 'let is related to allow', 'allow is related to let', 'let is related to rent', 'let is related to permit']
67	I'm sorry, it's the bad boy attitude that comes with this hair.	"['regret is related to sorry', 'reverence is a type of attitude', 'trim is a type of attitude', 'attitude is a type of orientation', ""You are likely to find hair in someone's head"", 'wool is related to hair', 'hair can fall out', 'hair is part of your head', 'Mammals have hair', 'hair is used for warmth', 'boy is related to male', 'boy is related to child', 'boy is related to man', 'boy is related to young', 'boy is related to girl', 'man is related to boy', 'boy is not girl', 'son is related to boy', 'Stealing is bad', 'trouble is related to bad', 'Killing is bad', 'Cancer is bad', 'Evil is bad', 'racism is bad', 'Hurting other people is bad', 'evil is related to bad', 'punishment is related to bad']"
68	Also instead of just living in your mother's house, you could actually live inside her body.	['mother is related to parent', 'mother is related to female', 'daughter is related to mother', 'mother is related to woman', 'mother is related to mom', 'family is related to mother', 'home is related to live', 'Something you need to do before you live is be born', 'The last thing you do when you Live is Die', 'You would breathe because you want live', 'One of the things you do when you live is breathe', 'Humanity wants to live', 'Something you need to do before you die is live', 'home is related to house', 'room is related to house', '*Something you find in a house is a computer', '*Something you find in a house is a carpet', 'nest is related to house', 'door is related to house', 'house is related to building', '*Something you find in a house is your bedroom', 'body is related to human', 'head is related to body', 'hand is related to body', 'eye is related to body', 'leg is related to body', 'bone is related to body', 'body is related to person']
69	...to all the good times we had, like, uh, when we went camping and spent that night telling each other all our secrets. I told him I'm addicted to pedicures and he told me he lost his virginity to his cousin.	['evening is related to night', 'dream is related to night', 'sleep is related to night', 'night is related to dark', 'moon is related to night', 'day is not night', 'Sex is good', 'Good can battle evil', 'quality is related to good', 'some people are good', 'Good is the opposite of Evil', 'great is related to good', 'cake is related to good', 'excellent is related to good', 'virginity is a type of condition', 'first cousin is a synonym of cousin', 'foreign is related to other']
70	How about you? Did you have a fun night? Yeah, we, uh, made gift bags, had wine, and then went online and saw this.	['evening is related to night', 'dream is related to night', 'sleep is related to night', 'night is related to dark', 'moon is related to night', 'day is not night', 'online is a synonym of on-line', 'on-line is a synonym of online', 'online is similar to current', 'online is a synonym of on-line', 'current is similar to online', 'Sex is fun', 'party is related to fun', 'The effect of playing is fun.', 'The effect of playing a game with your friends is fun', 'play is related to fun', 'playing sports is for fun', 'Something that might happen when you play games is fun', 'going to a party is for fun', 'game is related to fun', 'present is related to gift', 'reward is related to gift', 'a present is a gift', 'You are likely to find a gift in gift shop', 'Wine contains alcohol', 'wine is for Drinking', 'wine is a beverage', 'wine is related to grapes', 'wine is related to alcohol', 'wine is related to drink', 'wine is related to grape', 'Wine is an alcoholic beverage', 'wine is related to alcoholic', 'wine is related to fermented']
71	Not exactly. Listen, if you don't mind, I'm not really up for chatting. I'm just going to sit here quietly and let my life flash before my eyes.	['drop is related to let', 'let is related to allow', 'allow is related to let', 'let is related to rent', 'let is related to permit', 'The first thing you do when you attend a lecture is sit', 'chair is related to sit', 'seat is related to sit', 'You can use a folding chair to sit', 'You can use a club chair to sit', 'flash is related to light', 'flash is related to camera', 'Camera has a flash', 'mind is related to brain', 'mind is for thinking', 'Emotion  is part of Mind.', 'mind is related to thinking', 'death is part of life.', 'water is life', 'Life is finite', 'Life is for living', 'The effect of living is life', '*Something you find on earth is life', 'a person wants life', 'life is good']
72	Darn. If you weren't busy, I'd ask you to join us.	['crowd is related to busy', 'If you want to get some money from someone then you should ask', 'ask is related to question', 'question is related to ask', 'join is related to together', 'connect is related to join', 'join is related to connect']
73	I am talking to a man in space. If you don't have the (walkie-talkie static) then he might as well be at the Coffee Bean over on Lake Street.	['atmospherics is a synonym of static', 'static is a type of criticism', 'static is a synonym of electrostatic', 'static is a synonym of motionless', '*Something you find in space is a star', '*Something you find in space is the moon', 'room is related to space', '*Something you find in space is planets', '*Something you find in space is vacuum', 'space is related to outer', '*Something you find in space is a black hole', 'space is related to stars', 'be is related to exist', 'exist is related to to be', 'being is related to to be', 'boy is related to man', 'man is related to person', 'man is related to boy', 'person is related to man', 'fellow is related to man', 'father figure is a type of man', 'have is related to possess', 'have is related to own', 'must is related to have', 'possess is related to have', 'need is related to have', 'own is related to have']
74	I'm starting to get a sense of it.	['Something you need to do before you get something is ask for it', 'If you want to get something then you should reach for it', 'get is related to receive', 'get is related to acquire', 'get is related to obtain', 'taste is related to sense', 'touch is related to sense', 'smell is related to sense', 'feel is related to sense', 'hear is related to sense']
75	Well, if that's all it takes, it's a good thing you don't have a dog.	['object is a kind of thing', 'have is related to possess', 'have is related to own', 'must is related to have', 'possess is related to have', 'need is related to have', 'own is related to have', 'dog can bark', 'A dog can guard your house', 'dog is related to pet', 'dog is related to animal', 'You are likely to find a dog in a kennel', 'flea is related to dog', 'dog is related to canine', 'A dog can be a pet', 'Sex is good', 'Good can battle evil', 'quality is related to good', 'some people are good', 'Good is the opposite of Evil', 'great is related to good', 'cake is related to good', 'excellent is related to good']
76	Of course, it is... it's been in the news. And it's a very famous boson.	['news is related to information', '*Something you find on television is news', 'news is related to paper', 'news is related to daily', 'news is related to current', 'news is related to events', 'news is related to tv', 'You would read a newspaper because you want the news', 'boson is a kind of elementary particle.', 'photon is a kind of boson.', 'boson is a type of particle', 'gauge boson is a type of boson', 'famous is related to celebrity', 'famous is related to known', 'famous is related to well', 'famous is related to well known', 'course is related to golf', 'course is related to class', 'course is related to path', 'course is related to college']
77	I didn't know they gave Nobel prizes for making boom-boom in the potty.	['You would find information because you want to know something', 'You would read the news because you want to know', 'You would learn because you want to know something', 'You would read a book because you want to know', 'A stranger is somebody you do not know', 'unimportant is similar to potty', 'potty is a synonym of chamberpot', 'potty is a synonym of toilet', 'potty is a synonym of tiddly', 'potty is similar to unimportant', 'potty is used in the region of United Kingdom', 'potty is a synonym of infatuated']
78	"The original title was ""A Rederivation of Maxwell's Equations Regarding Electromagnetism"""" I dumbed it down because some of the more religious people in town were starting to say I was a witch."	['say is related to speak', 'repeat is related to say', 'say is related to talk', 'mention is related to say', 'colony is related to original', 'copy is related to original', 'witch is a synonym of Wiccan', 'witch is a synonym of enchantress', 'warlock is a type of witch', 'witch is a synonym of hex', 'witch is a synonym of hag', 'name is related to title', 'city is related to town', 'You are likely to find a school in a town', 'You are likely to find a building in your town', '*Something you find in a country is a town', 'You are likely to find a store in a town', 'You are likely to find a library in a town', 'You are likely to find a town in a state', 'cross is related to religious', 'church is related to religious', 'faith is related to religious']
79	We've kind of been involved in a five-year experiment.	['People can be kind', 'kind is related to nice', 'experiment is related to test', 'experiment is related to lab', 'experiment is related to science', 'experiment is related to scientific']
80	My limbic system wants to take your pants off.	['rest is related to take', 'bring is related to take', 'accept is related to take', 'Unix is a system']
81	Okay, the NASA Web site says Howard's final descent has begun.	['sinking is a type of descent', 'decline is a synonym of descent', 'downhill is a type of descent', 'cemetery is a type of site', 'launching site is a type of site', 'close quarters is a type of site', 'site is a synonym of locate', 'campsite is a type of site', 'rough is a type of site', 'tee is a type of site']
82	Yeah, well, Bernadette's a little under the weather and my mom's kind of under my dentist.	['People can be kind', 'kind is related to nice', 'a mom can mother her baby', 'mother is related to mom', 'dad is related to mom', 'dad is not mom', 'family is related to mom', 'mom is a synonym of ma', 'a mom is a parent', 'weather is related to rain', 'thunder is related to weather', 'rain is related to weather', 'weather is related to climate', 'weather is related to sun', 'weather is related to snow', 'weather is related to sunny', 'a dentist is for cleaning your teeth', '*Something you find at the dentist is toothbrushes', 'A Dentist can fix your teeth', '*Something you find at the dentist is dental drills', '*Something you find at the dentist is an old magazine', 'a dentist is for repairing damage done to teeth', 'little is related to small', 'little is related to tiny', 'baby is related to little']
83	It's okay, you know, we space cowboys don't do what we do for glory and fame. We leave that to your rock stars and your athletes and your Howie Mandels.	['rock is a type of music', 'stone is related to rock', 'rock is related to stone', 'You are likely to find a rock in a mountain', 'roll is related to rock', 'band is related to rock', 'fame would make you want to act in a play', 'do is related to action', 'repeat is related to do', 'play is related to do', '*Something you find in space is a star', '*Something you find in space is the moon', 'room is related to space', '*Something you find in space is planets', '*Something you find in space is vacuum', 'space is related to outer', '*Something you find in space is a black hole', 'space is related to stars', 'go is similar to a-okay', 'okay is a synonym of all right', 'a-ok is a synonym of a-okay', 'a-okay is similar to go', 'okay is a synonym of approve', 'okay is a synonym of hunky-dory', 'okay is a synonym of O.K.', 'glory is a type of honor', 'resplendency is a synonym of glory', 'glory is a synonym of aura']
84	that sounds a little funny to an American ear.	['ear is related to hearing', 'ear is related to organ', 'ear is related to listening', 'ear is related to part', 'You are likely to find an ear in head', 'ear is related to body', 'listening to music requires an ear', 'An ear is a part of the body', 'Something you need to do before you make people laugh is be funny', 'laugh is related to funny', 'little is related to small', 'little is related to tiny', 'baby is related to little']
85	"""To Stuart, your comic book store is out of this world. Just like the guy in this picture was."""	['department is related to store', '*Something you find at a store is clothes', 'market is related to store', 'You are likely to find a store in a town', '*Something you find at a store is bread', 'bank is related to store', 'picture is related to photo', 'picture is related to image', 'picture is related to photograph', 'picture is related to frame', 'picture is related to camera', 'picture is related to painting', '*Something you find at an art show is a picture', 'draw is related to picture', 'picture is related to art', 'comic is used in the context of drama', 'comic is a synonym of laughable', 'fellow is related to guy', 'man is related to guy', 'the world is round', 'The world is diverse', 'earth is related to world', 'The world is a big place', 'Our world is the earth', 'You are likely to find a world in space', 'You are likely to find a world in a galaxy', 'The world is where we live', 'page is related to book', 'reading is related to book', 'a book is used for learning', 'dictionary is related to book', 'a book is part of library', 'A book is created by a writer.', 'book is related to pages', 'You are likely to find a book in a classroom', 'book is related to reading']
86	You're right, the party's fantastic. Please, tell me more. I haven't heard enough about it all week because hearing about that never gets old!	['age is related to old', 'record is related to old', 'ancient is related to old', 'old is related to age', 'ruin is related to old', 'old is not young', 'party is related to celebration', 'party is related to gathering', 'birthday is related to party', 'party is related to fun', 'party is related to birthday', 'surprise is related to party', 'party is related to event', 'turn is related to right', 'a person wants to be right', 'right is related to direction', 'right is related to correct', 'If you want to forgive someone then you should tell them', 'You would mail a letter because you want tell someone something', 'explain is related to tell', 'week is related to days', 'week is related to seven', 'week is related to seven days', 'day is related to week', 'week is related to time']
87	Amy, I can't just ask Wil Wheaton to leave. He's a minor celebrity. Once you explain who he is, many people recognize him.	['leave is related to go', 'minor is a synonym of venial', 'few is not many', 'many a is a synonym of many another', 'many is related to lot', 'few is the opposite of many', 'famous is related to celebrity', 'If you want to get some money from someone then you should ask', 'ask is related to question', 'question is related to ask']
88	She was just so sad all the time. Yeah, I was the only person who could cheer her up. Well, me and Ben and Jerry.	"['Something you might do while scoring a homer is cheer', 'The last thing you do when you win a baseball game is cheer', 'One of the things you do when you go to a baseball game is cheer', 'Something that might happen when you win a baseball game is cheer', 'Sometimes going to a sporting event causes you to cheer', 'cry is related to sad', 'One of the things you do when you are sad is crying', 'You would cry because you are sad', 'Something that might happen when you are sad is cry', 'climb is related to up', 'arise is related to up', 'lift is related to up', 'rise is related to up', 'up is the opposite of down.', 'up is a kind of direction.', 'surrender is related to up', 'person is related to human', 'A person can cross a street', 'A person can thank another person', 'a person can voice an opinion', 'person can wind clock', 'doll is related to person', 'character is related to person', 'a person wants a headache', 'a person wants clothing', 'A slave is a person', ""a person doesn't want to be diseased"", 'only is a synonym of solitary', 'minute is related to time', 'hour is related to time', 'clock is related to time', 'watch is related to time', 'time is related to clock', 'morning is related to time', 'evening is related to time', 'time is related to minutes']"
89	Yeah, that was five weeks ago. How much longer is he gonna milk that cow?	['much is related to lot', 'much is the opposite of little', 'price is related to much', 'milk is related to cow', 'cow is related to animal', 'cow is related to milk', 'cow is related to moo', '*Something you find in the countryside is a cow', 'cow is related to bovine', 'cow is related to farm', 'milk is related to cow', 'cow is related to milk', 'milk is related to white', 'milk is related to drink', '*Something you find on the fridge is milk', 'milk is related to liquid', 'milk is related to cows', 'Milk is a liquid']
90	Anyway, to this day, I still can't see a box of crayons without crossing my legs.	['box is related to container', 'a box is a container', 'box is related to cardboard', 'box is related to cube', 'box is related to square', 'You are likely to find a box in any garage', 'eye is related to see', 'look is related to see', 'view is related to see', 'a person wants to see', 'window is related to see', 'clear is related to see', 'glass is related to see', 'birthday is related to day', 'morning is related to day', 'day is related to time', 'evening is related to day', 'day is related to week']
91	Exactly what it was half an hour ago. It's like you're not even trying to get better.	['Something you need to do before you get something is ask for it', 'If you want to get something then you should reach for it', 'get is related to receive', 'get is related to acquire', 'get is related to obtain', 'hour is related to time', 'hour is related to minutes', 'hour is related to sixty', 'minute is related to hour', 'hour is related to sixty minutes', 'hour is related to measurement']
92	I did. The guy at the liquor store said this stuff tastes great in coffee.	['department is related to store', '*Something you find at a store is clothes', 'market is related to store', 'You are likely to find a store in a town', '*Something you find at a store is bread', 'bank is related to store', 'great is related to good', 'great is related to alexander', 'coffee is a stimulant', 'Coffee contains caffeine', 'Coffee is served hot', 'You are likely to find coffee in a coffee shop.', 'You are likely to find a sugar in coffee', 'a mug is used for coffee', 'Coffee is made from coffee beans', 'an alcoholic wants liquor', 'fellow is related to guy', 'man is related to guy', 'property is related to stuff']
93	Come on, let's just start walking. There's got to be a gas station or something nearby.	['drop is related to let', 'let is related to allow', 'allow is related to let', 'let is related to rent', 'let is related to permit', 'place is a synonym of station', 'police station is a type of station', 'terminal is a type of station', 'be is related to exist', 'exist is related to to be', 'being is related to to be', 'Air is a gas', 'oxygen is a gas', 'Helium is a gas', 'gas is a state of matter', 'oil is related to gas', 'air is related to gas', 'gas is related to fuel', 'steam is related to gas', 'start is related to beginning', 'start is related to begin']
94	Why don't you ask Scotty to beam you up?	['a beam is used for support', 'You are likely to find a beam in a house', 'You are likely to find an I-beam in a building', '*Something you find under a bridge is a beam', 'You are likely to find a beam in the ceiling', 'a beam is for to support a roof', 'a beam is for supporting a roof', 'If you want to get some money from someone then you should ask', 'ask is related to question', 'question is related to ask']
95	No, just me, her and a couple of the big wigs. It's part of a bonus she got.	['mountain is related to big', 'bear is related to big', 'city is related to big', 'cathedral is related to big', 'river is related to big', 'size is related to big', 'horse is related to big', 'tree is related to big', 'large is related to big', 'crowd is related to big', 'reward is related to bonus', 'a couple can tie the knot', 'A couple is two', 'An activity a couple can do is watch a movie', 'a couple can row about anything', 'eye is related to part', 'hand is related to part', 'branch is related to part', 'bone is related to part', 'nose is related to part', 'head is related to part', 'ear is related to part', 'leg is related to part', 'piece is related to part']
96	Dumped her? What, did he use a forklift?	['You can use a forklift to move heavy objects', 'a forklift is used for lifting', 'You can use a forklift to move heavy items', 'a forklift is for lifting heavy things', 'You can use a forklift to lift heavy items', 'You can use a forklift to carry things', 'You can use a forklift to load a truck', 'a forklift is used to raise heavy items', 'call is related to use', 'writing is related to use']
97	Like Burt and Ernie. You guys even teach me stuff about words and numbers.	['property is related to stuff', 'You would express information because you want to teach somebody', 'a teacher wants to teach']
98	Trust me, you're not Jewish. That's how they get you.	[]
99	Yeah, I'm really looking forward to it. In fact, there's no place I would rather be than here.	['be is related to exist', 'exist is related to to be', 'being is related to to be', 'fact is related to truth', 'fact is related to true', 'fact is a piece of information', 'bed is related to place', 'A college is a place', 'bar is related to place', 'farm is related to place', 'home is related to place', 'A city is a place', 'place is related to location', 'school is related to place']
